PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,391102015,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Pago de estímulos a servidores públicos,90495627,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Estímulos,90495627,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Capítulo,Materiales y suministros,560755847,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",219494095,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",40292096,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,4844121,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",42972303,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Material impreso e información digital,1402919,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Material de limpieza,16400727,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Materiales para el registro e identificación de bienes y personas,113581929,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Alimentos y utensilios,38766982,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Productos alimenticios para personas,34024481,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Productos alimenticios para animales,4680739,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Utensilios para el servicio de alimentación,61762,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",27426842,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Herramientas menores,351896,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Refacciones y accesorios menores de edificios,964564,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",16160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,240205,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio,1823,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de transporte,25785070,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Refacciones y accesorios menores de maquinaria y otros equipos,8660,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,58464,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Materiales y artículos de construcción y de reparación,14596109,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Productos minerales no metálicos,8460,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Cemento y productos de concreto,70392,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Cal, yeso y productos de yeso",18401,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Madera y productos de madera,1129275,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Vidrio y productos de vidrio,122327,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Material eléctrico y electrónico,8641945,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Artículos metálicos para la construcción,725188,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Materiales complementarios,203727,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,3676394,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",29716302,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",29388886,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Productos químicos básicos,251764,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,696978,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",20571525,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros de laboratorio",557519,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,"Fibras sintéticas, hules, plásticos y derivados",16066,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Otros productos químicos,7295034,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Materias primas y materiales de producción y comercialización,327416,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,"Combustibles, lubricantes, aditivos, carbón y sus derivados adquiridos como materia prima",324000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,"Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",3416,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Combustibles, lubricantes y aditivos",174030038,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",174030038,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",50688839,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Vestuario y uniformes,46329008,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Prendas de seguridad y protección personal,2765593,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Artículos deportivos,257529,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Productos textiles,534045,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Blancos y otros productos textiles, excepto prendas de vestir",802664,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Materiales y suministros para seguridad,6036640,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Prendas de protección para seguridad pública y nacional,6036640,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Capítulo,Servicios generales,1658273557,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Servicios básicos,96547975,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Energía eléctrica,56944039,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Gas,1743387,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Agua,16977431,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Telefonía tradicional,9196129,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Telefonía celular,419060,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios de telecomunicaciones y satélites,3002497,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios de acceso de Internet, redes y procesamiento de información",7799039,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios postales y telegráficos,446453,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios integrales y otros servicios,19940,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Servicios de arrendamiento,82029333,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Arrendamiento de terrenos,219344,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Arrendamiento de edificios,28834048,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Arrendamiento de mobiliario y equipo de administración, educacional y recreativo",3911500,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Arrendamiento de equipo de transporte,39254176,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Arrendamiento de maquinaria, otros equipos y herramientas",298512,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Arrendamiento de activos intangibles,2200,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Otros arrendamientos,9509553,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",142232445,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios legales, de contabilidad, auditoría y relacionados",8025121,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios de diseño, arquitectura, ingeniería y actividades relacionadas",32111,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios de consultoría administrativa, procesos, técnica y en tecnologías de la información",13096283,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios de capacitación,14170884,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",13252005,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios de protección y seguridad,49286667,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios de vigilancia,38757907,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",5611467,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",326005568,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios financieros y bancarios,277532126,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios de recaudación, traslado y custodia de valores",10873507,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Seguros de responsabilidad patrimonial y fianzas,855398,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Seguro de bienes patrimoniales,35741403,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Fletes y maniobras,1003134,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",369503783,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Conservación y mantenimiento menor de inmuebles,21151257,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",3524758,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de equipo de cómputo y tecnología de la información",176558523,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios de jardinería y fumigación,44875858,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Reparación y mantenimiento de equipo de transporte,58706372,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Reparación y mantenimiento de equipo de defensa y seguridad e instalación, reparación y mantenimiento de equipo e instrumental médico y de laboratorio",26248000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Reparación y mantenimiento de equipo de defensa y seguridad,26248000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",27078036,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios de limpieza y manejo de desechos,11360979,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Servicios de comunicación social y publicidad,24111442,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Difusión por radio, televisión y otros medios de mensajes sobre programas y actividades gubernamentales",23940181,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios de revelado de fotografías,2481,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Servicios de la industria fílmica, del sonido y del video",68780,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicio de creación y difusión de contenido exclusivamente a través de Internet,100000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Servicios de traslado y viáticos,372736235,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Pasajes aéreos,2555526,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Pasajes terrestres,10302245,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Viáticos en el país,358385349,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Viáticos en el extranjero,367831,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios integrales de traslado y viáticos,1100000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Otros servicios de traslado y hospedaje,25284,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Servicios oficiales,53813149,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Gastos de ceremonial,1721547,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Gastos de orden social y cultural,31020659,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Congresos y convenciones,21055405,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Exposiciones,15538,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Otros servicios generales,191293627,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Servicios funerarios y de cementerios,173660,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Impuestos y derechos,9386162,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Penas, multas, accesorios y actualizaciones",53174133,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Otros servicios generales,128559672,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",41730258878,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Transferencias internas y asignaciones al sector público,41667603793,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,A poderes,1528352190,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Legislativo,665554738,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Judicial,862797452,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,A instituciones del gobierno según función,38483087547,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas de educación,25243292537,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas de salud,7684903903,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,985271831,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas de seguridad social,250357353,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,195975902,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas de seguridad pública,1296785920,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas del sector turismo,277860545,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas del sector agropecuario,179762465,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas del sector económico,123050423,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas ecológicos,66882271,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones y programas de infraestructura,2178944397,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Órganos autónomos y electorales,547686140,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituto electoral,283444980,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Comisión de derechos humanos,79840405,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones de transparencia,14829100,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Diversos órganos autónomos y electorales,169571655,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Diversas transferencias,1108477916,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Empresas de participación estatal,13500000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Instituciones privadas sin fines de lucro,14266903,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Subpartida Genérica,Otras transferencias,1080711013,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Ayudas sociales,62655085,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Ayudas sociales a personas,62655085,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",65821975,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Mobiliario y equipo de administración,26666405,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Muebles de oficina y estantería,4999453,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Muebles, excepto de oficina y estantería",99668,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Equipo de cómputo y de tecnologías de la información,18718545,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Otros mobiliarios y equipos de administración,2848739,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Mobiliario y equipo educacional y recreativo,4582173,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Equipos y aparatos audiovisuales,3607902,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Cámaras fotográficas y de video,974271,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Vehículos y equipo de transporte,20242729,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Vehículos y equipo terrestre,20177729,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Carrocerías y remolques,65000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,821492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Equipo de defensa y seguridad,600000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Equipo médico y de laboratorio,94992,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Instrumental médico y de laboratorio,126500,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Concepto,"Maquinaria, otros equipos y herramientas",8227155,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Maquinaria y equipo industrial,59989,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Sistemas de aire acondicionado, calefacción y de refrigeración industrial y comercial",349284,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,Equipo de comunicación y telecomunicación,6248545,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2019,12,Egresos,Partida Genérica,"Equipos de generación eléctrica, aparatos y accesorios eléctricos",1549723,Cifras Definitivas
